period,reporterDesc,partnerDesc,flowDesc,primaryValue
2024,Azerbaijan,World,Import,21054831458
2024,Azerbaijan,Afghanistan,Import,34562.37
2024,Azerbaijan,Albania,Import,628036.27
2024,Azerbaijan,Algeria,Import,1353696.48
2024,Azerbaijan,American Samoa,Import,8086.81
2024,Azerbaijan,Andorra,Import,730.57
2024,Azerbaijan,Angola,Import,1152783.01
2024,Azerbaijan,Antigua and Barbuda,Import,482.66
2024,Azerbaijan,Azerbaijan,Import,3806259.62
2024,Azerbaijan,Argentina,Import,70786082.39
2024,Azerbaijan,Australia,Import,1463120999
2024,Azerbaijan,Austria,Import,87183747.47
2024,Azerbaijan,Bahamas,Import,58.4
2024,Azerbaijan,Bahrain,Import,35487.91
2024,Azerbaijan,Bangladesh,Import,30266407.75
2024,Azerbaijan,Barbados,Import,35996.62
2024,Azerbaijan,Belgium,Import,69230319.04
2024,Azerbaijan,Bolivia (Plurinational State of),Import,38555.48
2024,Azerbaijan,Bosnia Herzegovina,Import,1470839.05
2024,Azerbaijan,Brazil,Import,178863157.7
2024,Azerbaijan,Brunei Darussalam,Import,7916.54
2024,Azerbaijan,Bulgaria,Import,35564570.63
2024,Azerbaijan,Myanmar,Import,5957922.16
2024,Azerbaijan,Burundi,Import,1940.6
2024,Azerbaijan,Belarus,Import,455835748.8
2024,Azerbaijan,Cambodia,Import,9344366.48
2024,Azerbaijan,Cameroon,Import,60.14
2024,Azerbaijan,Canada,Import,165509056.5
2024,Azerbaijan,Central African Rep.,Import,74622.09
2024,Azerbaijan,Sri Lanka,Import,66448605.49
2024,Azerbaijan,Chile,Import,5934776.48
2024,Azerbaijan,China,Import,3725054074
2024,Azerbaijan,Colombia,Import,1820454.01
2024,Azerbaijan,Comoros,Import,111800
2024,Azerbaijan,Cook Isds,Import,979.31
2024,Azerbaijan,Costa Rica,Import,3860505.37
2024,Azerbaijan,Croatia,Import,5312136.23
2024,Azerbaijan,Cuba,Import,748186.61
2024,Azerbaijan,Cyprus,Import,3109809.18
2024,Azerbaijan,Czechia,Import,64829454.15
2024,Azerbaijan,Denmark,Import,51818401.96
2024,Azerbaijan,Dominica,Import,26474.2
2024,Azerbaijan,Dominican Rep.,Import,580132.01
2024,Azerbaijan,Ecuador,Import,58621141.39
2024,Azerbaijan,El Salvador,Import,145987.38
2024,Azerbaijan,Ethiopia,Import,534294.54
2024,Azerbaijan,Eritrea,Import,20072.81
2024,Azerbaijan,Estonia,Import,6717860.01
2024,Azerbaijan,Finland,Import,29939570.69
2024,Azerbaijan,France,Import,235396941.2
2024,Azerbaijan,Georgia,Import,128385510.8
2024,Azerbaijan,State of Palestine,Import,952151.7
2024,Azerbaijan,Germany,Import,824819316.3
2024,Azerbaijan,Ghana,Import,63844.69
2024,Azerbaijan,Greece,Import,57334390.76
2024,Azerbaijan,Greenland,Import,1132173.48
2024,Azerbaijan,Guam,Import,6130.82
2024,Azerbaijan,Guatemala,Import,647863.05
2024,Azerbaijan,Guinea,Import,156.2
2024,Azerbaijan,Haiti,Import,34.52
2024,Azerbaijan,Honduras,Import,77374.42
2024,Azerbaijan,"China, Hong Kong SAR",Import,3315258.44
2024,Azerbaijan,Hungary,Import,54829766.83
2024,Azerbaijan,Iceland,Import,4499575.43
2024,Azerbaijan,Indonesia,Import,75757979.82
2024,Azerbaijan,Iran,Import,633058127.6
2024,Azerbaijan,Iraq,Import,578888.5
2024,Azerbaijan,Ireland,Import,40487115.9
2024,Azerbaijan,Israel,Import,31667879.32
2024,Azerbaijan,Italy,Import,515802366.8
2024,Azerbaijan,Côte d'Ivoire,Import,269362.95
2024,Azerbaijan,Jamaica,Import,214408.31
2024,Azerbaijan,Japan,Import,409059012.6
2024,Azerbaijan,Kazakhstan,Import,337268177.3
2024,Azerbaijan,Jordan,Import,5659090.76
2024,Azerbaijan,Kenya,Import,3114560.5
2024,Azerbaijan,Rep. of Korea,Import,384788112.4
2024,Azerbaijan,Kuwait,Import,1233.34
2024,Azerbaijan,Kyrgyzstan,Import,10401010.46
2024,Azerbaijan,Lao People's Dem. Rep.,Import,234006.05
2024,Azerbaijan,Lebanon,Import,923729.62
2024,Azerbaijan,Lesotho,Import,120.16
2024,Azerbaijan,Latvia,Import,21225743.7
2024,Azerbaijan,Lithuania,Import,60399665.19
2024,Azerbaijan,Luxembourg,Import,2408645.61
2024,Azerbaijan,"China, Macao SAR",Import,16288.81
2024,Azerbaijan,Madagascar,Import,771211.72
2024,Azerbaijan,Malawi,Import,98334.91
2024,Azerbaijan,Malaysia,Import,76923065.07
2024,Azerbaijan,Mali,Import,1679.2
2024,Azerbaijan,Malta,Import,2209361.41
2024,Azerbaijan,Mauritania,Import,26358.94
2024,Azerbaijan,Mauritius,Import,115159.04
2024,Azerbaijan,Mexico,Import,239129590.8
2024,Azerbaijan,"Other Asia, nes",Import,53615559.57
2024,Azerbaijan,Mongolia,Import,2145470.57
2024,Azerbaijan,Rep. of Moldova,Import,4978294.64
2024,Azerbaijan,Montenegro,Import,1036328.48
2024,Azerbaijan,Morocco,Import,8187501.67
2024,Azerbaijan,Mozambique,Import,544.38
2024,Azerbaijan,Oman,Import,384615.94
2024,Azerbaijan,Namibia,Import,6865.22
2024,Azerbaijan,Nauru,Import,114445.28
2024,Azerbaijan,Nepal,Import,288751.99
2024,Azerbaijan,Netherlands,Import,98774416.29
2024,Azerbaijan,Curaçao,Import,6439.25
2024,Azerbaijan,New Zealand,Import,40687528.02
2024,Azerbaijan,Nicaragua,Import,142722.54
2024,Azerbaijan,Niger,Import,33940.95
2024,Azerbaijan,Nigeria,Import,59306.36
2024,Azerbaijan,Niue,Import,3251.14
2024,Azerbaijan,Norway,Import,27061264.65
2024,Azerbaijan,Pakistan,Import,21851453.25
2024,Azerbaijan,Panama,Import,44.68
2024,Azerbaijan,Papua New Guinea,Import,3111.36
2024,Azerbaijan,Paraguay,Import,229354.91
2024,Azerbaijan,Peru,Import,3121147.45
2024,Azerbaijan,Philippines,Import,4601863.99
2024,Azerbaijan,Poland,Import,153709139.3
2024,Azerbaijan,Portugal,Import,15537723.62
2024,Azerbaijan,Qatar,Import,1901752.45
2024,Azerbaijan,Romania,Import,85900754.36
2024,Azerbaijan,Russian Federation,Import,3620645657
2024,Azerbaijan,Rwanda,Import,55803.4
2024,Azerbaijan,San Marino,Import,302357.45
2024,Azerbaijan,Saudi Arabia,Import,23860251.29
2024,Azerbaijan,Senegal,Import,153.33
2024,Azerbaijan,Serbia,Import,9056585.31
2024,Azerbaijan,Seychelles,Import,18243.35
2024,Azerbaijan,Sierra Leone,Import,9876.76
2024,Azerbaijan,India,Import,223926949.9
2024,Azerbaijan,Singapore,Import,38169964.09
2024,Azerbaijan,Slovakia,Import,46068309.91
2024,Azerbaijan,Viet Nam,Import,145144844.1
2024,Azerbaijan,Slovenia,Import,21949610.4
2024,Azerbaijan,Somalia,Import,960000
2024,Azerbaijan,South Africa,Import,29798427.68
2024,Azerbaijan,Zimbabwe,Import,424420.64
2024,Azerbaijan,Spain,Import,146175945.7
2024,Azerbaijan,Sudan,Import,56052.75
2024,Azerbaijan,Suriname,Import,1478.96
2024,Azerbaijan,Eswatini,Import,1832.99
2024,Azerbaijan,Sweden,Import,43023918.78
2024,Azerbaijan,Switzerland,Import,243983028.5
2024,Azerbaijan,Syria,Import,691658.33
2024,Azerbaijan,Tajikistan,Import,1240154.36
2024,Azerbaijan,Thailand,Import,78398810
2024,Azerbaijan,Trinidad and Tobago,Import,19711.82
2024,Azerbaijan,United Arab Emirates,Import,39040895.03
2024,Azerbaijan,Tunisia,Import,7453695.73
2024,Azerbaijan,Türkiye,Import,2308320338
2024,Azerbaijan,Turkmenistan,Import,303471314.3
2024,Azerbaijan,Uganda,Import,23344.22
2024,Azerbaijan,Ukraine,Import,282377704.2
2024,Azerbaijan,North Macedonia,Import,1561718.52
2024,Azerbaijan,Egypt,Import,40625460.06
2024,Azerbaijan,United Kingdom,Import,272611937.8
2024,Azerbaijan,United Rep. of Tanzania,Import,723105.57
2024,Azerbaijan,USA,Import,1618425713
2024,Azerbaijan,Burkina Faso,Import,343.81
2024,Azerbaijan,Uruguay,Import,218291.6
2024,Azerbaijan,Uzbekistan,Import,211588959.1
2024,Azerbaijan,Venezuela,Import,2645.12
2024,Azerbaijan,Zambia,Import,108.32
2024,Azerbaijan,"Areas, nes",Import,260.52
2024,Argentina,World,Import,60821818831
2024,Argentina,Afghanistan,Import,5941.5
2024,Argentina,Albania,Import,506908.83
2024,Argentina,Algeria,Import,131233843.9
2024,Argentina,Andorra,Import,1096.32
2024,Argentina,Angola,Import,180.97
2024,Argentina,Azerbaijan,Import,1390821.51
2024,Argentina,Argentina,Import,43125103.51
2024,Argentina,Australia,Import,394202909.3
2024,Argentina,Austria,Import,219405954
2024,Argentina,Bahamas,Import,3914.57
2024,Argentina,Bahrain,Import,20553381.59
2024,Argentina,Bangladesh,Import,25763311.34
2024,Argentina,Armenia,Import,8640186.47
2024,Argentina,Barbados,Import,52671.71
2024,Argentina,Belgium,Import,384302669
2024,Argentina,Bhutan,Import,270.78
2024,Argentina,Bolivia (Plurinational State of),Import,709421316.4
2024,Argentina,Bosnia Herzegovina,Import,4415996.57
2024,Argentina,Botswana,Import,387.65
2024,Argentina,Brazil,Import,14300788061
2024,Argentina,Belize,Import,13662.09
2024,Argentina,Solomon Isds,Import,6.7
2024,Argentina,Brunei Darussalam,Import,61174.25
2024,Argentina,Bulgaria,Import,18617496.91
2024,Argentina,Myanmar,Import,8095664.77
2024,Argentina,Burundi,Import,1019.22
2024,Argentina,Belarus,Import,1253074.85
2024,Argentina,Cambodia,Import,39551956.47
2024,Argentina,Cameroon,Import,87147.18
2024,Argentina,Canada,Import,384419909.6
2024,Argentina,Central African Rep.,Import,1101.18
2024,Argentina,Sri Lanka,Import,11863629.62
2024,Argentina,Chile,Import,726918562.2
2024,Argentina,China,Import,11658763716
2024,Argentina,Colombia,Import,318082193.7
2024,Argentina,Comoros,Import,12379.95
2024,Argentina,Congo,Import,10546.34
2024,Argentina,Dem. Rep. of the Congo,Import,135.49
2024,Argentina,Costa Rica,Import,24990763.33
2024,Argentina,Croatia,Import,4285125.25
2024,Argentina,Cuba,Import,3964004.75
2024,Argentina,Cyprus,Import,602222.37
2024,Argentina,Czechia,Import,181961593.7
2024,Argentina,Benin,Import,620.69
2024,Argentina,Denmark,Import,219079542.5
2024,Argentina,Dominica,Import,7696.46
2024,Argentina,Dominican Rep.,Import,5643068.67
2024,Argentina,Ecuador,Import,357207952.4
2024,Argentina,El Salvador,Import,4175007.48
2024,Argentina,Equatorial Guinea,Import,9653.42
2024,Argentina,Ethiopia,Import,145072.29
2024,Argentina,Estonia,Import,8295427.56
2024,Argentina,Fiji,Import,330.99
2024,Argentina,Finland,Import,168143774.8
2024,Argentina,France,Import,958016033.3
2024,Argentina,Gabon,Import,417367.64
2024,Argentina,Georgia,Import,997447.2
2024,Argentina,Gambia,Import,6612.95
2024,Argentina,State of Palestine,Import,22821.05
2024,Argentina,Germany,Import,2655723000
2024,Argentina,Ghana,Import,1126980.06
2024,Argentina,Gibraltar,Import,329.73
2024,Argentina,Greece,Import,26521286.09
2024,Argentina,Grenada,Import,958965.29
2024,Argentina,Guatemala,Import,4696306.64
2024,Argentina,Guinea,Import,41.57
2024,Argentina,Guyana,Import,345.61
2024,Argentina,Haiti,Import,145015.44
2024,Argentina,Holy See (Vatican City State),Import,255.39
2024,Argentina,Honduras,Import,2934898.86
2024,Argentina,"China, Hong Kong SAR",Import,9754945.76
2024,Argentina,Hungary,Import,298385840.5
2024,Argentina,Iceland,Import,1815462.75
2024,Argentina,Indonesia,Import,314985403.6
2024,Argentina,Iran,Import,988382.42
2024,Argentina,Iraq,Import,14636.38
2024,Argentina,Ireland,Import,360976705
2024,Argentina,Israel,Import,138898546.3
2024,Argentina,Italy,Import,1333158792
2024,Argentina,Côte d'Ivoire,Import,1069039.47
2024,Argentina,Jamaica,Import,25982.96
2024,Argentina,Japan,Import,1245606249
2024,Argentina,Kazakhstan,Import,4664917.12
2024,Argentina,Jordan,Import,1746697.54
2024,Argentina,Kenya,Import,869303.3
2024,Argentina,Rep. of Korea,Import,511031390
2024,Argentina,Kuwait,Import,10298219.5
2024,Argentina,Kyrgyzstan,Import,459.66
2024,Argentina,Lao People's Dem. Rep.,Import,15023610.79
2024,Argentina,Lebanon,Import,149683.31
2024,Argentina,Lesotho,Import,139.06
2024,Argentina,Latvia,Import,4443329.57
2024,Argentina,Liberia,Import,1830.15
2024,Argentina,Libya,Import,5743049.5
2024,Argentina,Lithuania,Import,65199464.38
2024,Argentina,Luxembourg,Import,10036197.76
2024,Argentina,"China, Macao SAR",Import,174246.38
2024,Argentina,Madagascar,Import,1662585.46
2024,Argentina,Malawi,Import,97782.42
2024,Argentina,Malaysia,Import,230362663.9
2024,Argentina,Mali,Import,2297.05
2024,Argentina,Malta,Import,8577298.5
2024,Argentina,Mauritania,Import,8110.51
2024,Argentina,Mauritius,Import,466404.46
2024,Argentina,Mexico,Import,1424363501
2024,Argentina,"Other Asia, nes",Import,290828101.8
2024,Argentina,Mongolia,Import,1137.94
2024,Argentina,Rep. of Moldova,Import,455035.92
2024,Argentina,Montenegro,Import,32489.54
2024,Argentina,Morocco,Import,535435561
2024,Argentina,Mozambique,Import,276853.93
2024,Argentina,Oman,Import,14465874.08
2024,Argentina,Namibia,Import,14104.73
2024,Argentina,Nauru,Import,1133.5
2024,Argentina,Nepal,Import,19449.84
2024,Argentina,Netherlands,Import,380086416.3
2024,Argentina,New Zealand,Import,23422078.06
2024,Argentina,Nicaragua,Import,485943.06
2024,Argentina,Niger,Import,182.61
2024,Argentina,Nigeria,Import,146069835.9
2024,Argentina,Norway,Import,57616217.68
2024,Argentina,N. Mariana Isds,Import,537.99
2024,Argentina,Pakistan,Import,49015928.67
2024,Argentina,Panama,Import,352602.43
2024,Argentina,Papua New Guinea,Import,8011.61
2024,Argentina,Paraguay,Import,3314109942
2024,Argentina,Peru,Import,236466229.2
2024,Argentina,Philippines,Import,114276633.7
2024,Argentina,Poland,Import,190234018.7
2024,Argentina,Portugal,Import,84611722.1
2024,Argentina,Timor-Leste,Import,371.77
2024,Argentina,Qatar,Import,45613989.27
2024,Argentina,Romania,Import,98954601.11
2024,Argentina,Russian Federation,Import,122724722.4
2024,Argentina,Rwanda,Import,1627.81
2024,Argentina,Saint Kitts and Nevis,Import,2235.53
2024,Argentina,Saint Lucia,Import,4310
2024,Argentina,San Marino,Import,423186.48
2024,Argentina,Sao Tome and Principe,Import,13.21
2024,Argentina,Saudi Arabia,Import,93978624.44
2024,Argentina,Senegal,Import,87615.22
2024,Argentina,Serbia,Import,21370114.54
2024,Argentina,Seychelles,Import,473.89
2024,Argentina,Sierra Leone,Import,10878.04
2024,Argentina,India,Import,1296372235
2024,Argentina,Singapore,Import,110654951.4
2024,Argentina,Slovakia,Import,51968080.88
2024,Argentina,Viet Nam,Import,778278992.3
2024,Argentina,Slovenia,Import,26920066.88
2024,Argentina,Somalia,Import,819984.38
2024,Argentina,South Africa,Import,151858765.3
2024,Argentina,Zimbabwe,Import,518650.46
2024,Argentina,Spain,Import,996547836.3
2024,Argentina,Sudan,Import,319149.24
2024,Argentina,Suriname,Import,177.49
2024,Argentina,Eswatini,Import,51639.21
2024,Argentina,Sweden,Import,231218827
2024,Argentina,Switzerland,Import,571708305.8
2024,Argentina,Syria,Import,58759.11
2024,Argentina,Thailand,Import,1714972686
2024,Argentina,Trinidad and Tobago,Import,78076243.66
2024,Argentina,United Arab Emirates,Import,312562493.3
2024,Argentina,Tunisia,Import,24123576.5
2024,Argentina,Türkiye,Import,230084242.2
2024,Argentina,Turkmenistan,Import,74750633.49
2024,Argentina,Uganda,Import,34904.55
2024,Argentina,Ukraine,Import,12414269.3
2024,Argentina,North Macedonia,Import,4003344.05
2024,Argentina,Egypt,Import,111578281.7
2024,Argentina,United Kingdom,Import,497239170
2024,Argentina,United Rep. of Tanzania,Import,20448.13
2024,Argentina,Free Zones,Import,76905629.08
2024,Argentina,USA,Import,6225531869
2024,Argentina,Burkina Faso,Import,6471.47
2024,Argentina,Uruguay,Import,789301239.9
2024,Argentina,Uzbekistan,Import,134376.39
2024,Argentina,Venezuela,Import,5770598.52
2024,Argentina,Samoa,Import,535.63
2024,Argentina,"Areas, nes",Import,583301556.6
2024,Australia,World,Import,2.96482E+11
2024,Australia,Afghanistan,Import,1002584.901
2024,Australia,Albania,Import,3002456.963
2024,Australia,Algeria,Import,102214488.6
2024,Australia,American Samoa,Import,5908312.588
2024,Australia,Angola,Import,153763.694
2024,Australia,Antigua and Barbuda,Import,125345.605
2024,Australia,Azerbaijan,Import,35967442.47
2024,Australia,Argentina,Import,594767074.8
2024,Australia,Australia,Import,579588494.5
2024,Australia,Austria,Import,1274118195
2024,Australia,Bahamas,Import,874320.467
2024,Australia,Bahrain,Import,111281631.2
2024,Australia,Bangladesh,Import,1040822265
2024,Australia,Armenia,Import,1900719.066
2024,Australia,Barbados,Import,2639806.893
2024,Australia,Belgium,Import,2174133574
2024,Australia,Bermuda,Import,45269.302
2024,Australia,Bhutan,Import,101848.007
2024,Australia,Bolivia (Plurinational State of),Import,54454962.24
2024,Australia,Bosnia Herzegovina,Import,15854122.21
2024,Australia,Botswana,Import,792243.739
2024,Australia,Brazil,Import,1013763941
2024,Australia,Belize,Import,1517365.045
2024,Australia,Solomon Isds,Import,92544112.63
2024,Australia,Br. Virgin Isds,Import,366148.815
2024,Australia,Brunei Darussalam,Import,2287616422
2024,Australia,Bulgaria,Import,99382234.2
2024,Australia,Myanmar,Import,47847763.87
2024,Australia,Burundi,Import,751456.685
2024,Australia,Belarus,Import,281605.574
2024,Australia,Cambodia,Import,623404424.8
2024,Australia,Cameroon,Import,622535.732
2024,Australia,Canada,Import,2602256118
2024,Australia,Cabo Verde,Import,49308.578
2024,Australia,Cayman Isds,Import,136428.253
2024,Australia,Central African Rep.,Import,71836.454
2024,Australia,Sri Lanka,Import,260758852
2024,Australia,Chad,Import,10637.077
2024,Australia,Chile,Import,293278272.2
2024,Australia,China,Import,75698816774
2024,Australia,Christmas Isds,Import,204073.206
2024,Australia,Cocos Isds,Import,278263.446
2024,Australia,Colombia,Import,108072037.8
2024,Australia,Comoros,Import,35239.705
2024,Australia,Congo,Import,96918.402
2024,Australia,Dem. Rep. of the Congo,Import,149395.433
2024,Australia,Cook Isds,Import,90123.487
2024,Australia,Costa Rica,Import,178659104.3
2024,Australia,Croatia,Import,53527781.91
2024,Australia,Cuba,Import,9590724.855
2024,Australia,Cyprus,Import,23488114.26
2024,Australia,Czechia,Import,862914335.8
2024,Australia,Denmark,Import,1335064894
2024,Australia,Dominica,Import,96711.6
2024,Australia,Dominican Rep.,Import,57393627.41
2024,Australia,Ecuador,Import,28107333.45
2024,Australia,El Salvador,Import,10931225.23
2024,Australia,Ethiopia,Import,28030467.69
2024,Australia,Eritrea,Import,13642.591
2024,Australia,Estonia,Import,80113691.74
2024,Australia,Falkland Isds (Malvinas),Import,4650.195
2024,Australia,Fiji,Import,153779551.5
2024,Australia,Finland,Import,1020699243
2024,Australia,France,Import,5262786483
2024,Australia,French Polynesia,Import,932676.319
2024,Australia,Fr. South Antarctic Terr.,Import,3535.415
2024,Australia,Djibouti,Import,760116.692
2024,Australia,Gabon,Import,19394988.19
2024,Australia,Georgia,Import,5690541.8
2024,Australia,Gambia,Import,8926.293
2024,Australia,Germany,Import,12557559564
2024,Australia,Ghana,Import,17059980.01
2024,Australia,Gibraltar,Import,10366.131
2024,Australia,Kiribati,Import,11648.58
2024,Australia,Greece,Import,270486790.3
2024,Australia,Grenada,Import,2657.836
2024,Australia,Guam,Import,557292.442
2024,Australia,Guatemala,Import,21356945.21
2024,Australia,Guinea,Import,77399.476
2024,Australia,Guyana,Import,437151.911
2024,Australia,Haiti,Import,1507049.808
2024,Australia,Honduras,Import,68929615.92
2024,Australia,"China, Hong Kong SAR",Import,394355755.1
2024,Australia,Hungary,Import,692556757.2
2024,Australia,Iceland,Import,12753745.91
2024,Australia,Indonesia,Import,5652025614
2024,Australia,Iran,Import,21796263.29
2024,Australia,Iraq,Import,815663.108
2024,Australia,Ireland,Import,1728572117
2024,Australia,Israel,Import,510297308.4
2024,Australia,Italy,Import,6495887479
2024,Australia,Côte d'Ivoire,Import,24808292.4
2024,Australia,Jamaica,Import,1256199.004
2024,Australia,Japan,Import,17377116611
2024,Australia,Kazakhstan,Import,36698734.32
2024,Australia,Jordan,Import,91109098
2024,Australia,Kenya,Import,38464186.96
2024,Australia,Rep. of Korea,Import,16512502906
2024,Australia,Kuwait,Import,1098462.316
2024,Australia,Kyrgyzstan,Import,186263.765
2024,Australia,Lao People's Dem. Rep.,Import,431147899.8
2024,Australia,Lebanon,Import,18536402.52
2024,Australia,Lesotho,Import,576232.677
2024,Australia,Latvia,Import,59831920.8
2024,Australia,Liberia,Import,62407601.19
2024,Australia,Libya,Import,112999157.1
2024,Australia,Lithuania,Import,188686206.6
2024,Australia,Luxembourg,Import,24516300.68
2024,Australia,"China, Macao SAR",Import,2320130.171
2024,Australia,Madagascar,Import,12722130.21
2024,Australia,Malawi,Import,35332.442
2024,Australia,Malaysia,Import,11857033969
2024,Australia,Maldives,Import,64772.534
2024,Australia,Mali,Import,217137467.6
2024,Australia,Malta,Import,48001402.36
2024,Australia,Mauritania,Import,115142039.1
2024,Australia,Mauritius,Import,7679324.491
2024,Australia,Mexico,Import,3331227914
2024,Australia,"Other Asia, nes",Import,6143686482
2024,Australia,Mongolia,Import,827687.769
2024,Australia,Rep. of Moldova,Import,4479653.429
2024,Australia,Montenegro,Import,364107.301
2024,Australia,Montserrat,Import,3471.232
2024,Australia,Morocco,Import,467084089.4
2024,Australia,Mozambique,Import,1049721.101
2024,Australia,Oman,Import,355631377.4
2024,Australia,Namibia,Import,10416830.9
2024,Australia,Nauru,Import,122257.589
2024,Australia,Nepal,Import,13026774.4
2024,Australia,"Oceania, nes",Import,193864.078
2024,Australia,Netherlands,Import,2136473590
2024,Australia,Curaçao,Import,193538.433
2024,Australia,New Caledonia,Import,17118396.8
2024,Australia,Vanuatu,Import,2909132.913
2024,Australia,New Zealand,Import,5118115811
2024,Australia,Nicaragua,Import,19133239.47
2024,Australia,Niger,Import,556087.276
2024,Australia,Nigeria,Import,133741850.9
2024,Australia,Niue,Import,26653.701
2024,Australia,Norfolk Isds,Import,69884.435
2024,Australia,Norway,Import,397354525.8
2024,Australia,N. Mariana Isds,Import,6564.62
2024,Australia,FS Micronesia,Import,189904.862
2024,Australia,Marshall Isds,Import,195951.936
2024,Australia,Pakistan,Import,320706793.6
2024,Australia,Panama,Import,8067412.667
2024,Australia,Papua New Guinea,Import,2688861782
2024,Australia,Paraguay,Import,7313906.006
2024,Australia,Peru,Import,113362708.2
2024,Australia,Philippines,Import,710685525.3
2024,Australia,Pitcairn,Import,139774.142
2024,Australia,Poland,Import,1303543594
2024,Australia,Portugal,Import,355401839.9
2024,Australia,Guinea-Bissau,Import,5387.651
2024,Australia,Timor-Leste,Import,1325988.66
2024,Australia,Qatar,Import,317794625.7
2024,Australia,Romania,Import,221936473.3
2024,Australia,Russian Federation,Import,2128979.077
2024,Australia,Rwanda,Import,1142259.792
2024,Australia,Saint Helena,Import,825211.915
2024,Australia,Saint Kitts and Nevis,Import,48715.365
2024,Australia,Saint Lucia,Import,345065.263
2024,Australia,Saint Pierre and Miquelon,Import,2258.694
2024,Australia,Saint Vincent and the Grenadines,Import,5777.229
2024,Australia,Sao Tome and Principe,Import,28157.438
2024,Australia,Saudi Arabia,Import,638216360.6
2024,Australia,Senegal,Import,202817021.8
2024,Australia,Serbia,Import,52012122.24
2024,Australia,Seychelles,Import,2593636.487
2024,Australia,Sierra Leone,Import,3289340.777
2024,Australia,India,Import,7834244001
2024,Australia,Singapore,Import,10165768717
2024,Australia,Slovakia,Import,512720537.3
2024,Australia,Viet Nam,Import,7872225779
2024,Australia,Slovenia,Import,174914359.7
2024,Australia,Somalia,Import,59818.134
2024,Australia,South Africa,Import,1459818190
2024,Australia,Zimbabwe,Import,380138.985
2024,Australia,Spain,Import,2522002526
2024,Australia,South Sudan,Import,5227.398
2024,Australia,Sudan,Import,102143.808
2024,Australia,Western Sahara,Import,2467.588
2024,Australia,Suriname,Import,239426.532
2024,Australia,Eswatini,Import,249162.825
2024,Australia,Sweden,Import,1932188292
2024,Australia,Switzerland,Import,2853382151
2024,Australia,Syria,Import,1765736.565
2024,Australia,Thailand,Import,13496834315
2024,Australia,Togo,Import,31331147.15
2024,Australia,Tonga,Import,2337023.403
2024,Australia,Trinidad and Tobago,Import,6046365.597
2024,Australia,United Arab Emirates,Import,1403065975
2024,Australia,Tunisia,Import,64251885.35
2024,Australia,Türkiye,Import,1227530803
2024,Australia,Turkmenistan,Import,75261.375
2024,Australia,Turks and Caicos Isds,Import,6900.594
2024,Australia,Tuvalu,Import,13760.979
2024,Australia,Uganda,Import,6273181.43
2024,Australia,Ukraine,Import,52833375.89
2024,Australia,North Macedonia,Import,10367049.93
2024,Australia,Egypt,Import,66358965.78
2024,Australia,United Kingdom,Import,5363060315
2024,Australia,United Rep. of Tanzania,Import,6990278.849
2024,Australia,USA,Import,34715999991
2024,Australia,Burkina Faso,Import,202296.501
2024,Australia,Uruguay,Import,15775172.86
2024,Australia,Uzbekistan,Import,162710.038
2024,Australia,Venezuela,Import,716308.781
2024,Australia,Wallis and Futuna Isds,Import,3325.366
2024,Australia,Samoa,Import,3835324.523
2024,Australia,Yemen,Import,115787.055
2024,Australia,Zambia,Import,1833588.067
2024,Australia,"Areas, nes",Import,5615592018
2024,Armenia,World,Import,16803221032
2024,Armenia,Afghanistan,Import,36364.94
2024,Armenia,Albania,Import,1250411.48
2024,Armenia,Algeria,Import,98149.65
2024,Armenia,American Samoa,Import,62.93
2024,Armenia,Andorra,Import,9211.47
2024,Armenia,Angola,Import,25845808.18
2024,Armenia,Argentina,Import,17499306.08
2024,Armenia,Australia,Import,3722548.28
2024,Armenia,Austria,Import,49149474.07
2024,Armenia,Bahamas,Import,253.57
2024,Armenia,Bahrain,Import,23771.53
2024,Armenia,Bangladesh,Import,34707903.21
2024,Armenia,Barbados,Import,76080.52
2024,Armenia,Belgium,Import,56998511.37
2024,Armenia,Bhutan,Import,4985.81
2024,Armenia,Bolivia (Plurinational State of),Import,15204.94
2024,Armenia,Bosnia Herzegovina,Import,595129.33
2024,Armenia,Botswana,Import,2736822.03
2024,Armenia,Brazil,Import,87303255.7
2024,Armenia,Belize,Import,222.07
2024,Armenia,Br. Indian Ocean Terr.,Import,4709.62
2024,Armenia,Solomon Isds,Import,379.3
2024,Armenia,Br. Virgin Isds,Import,14.18
2024,Armenia,Brunei Darussalam,Import,323.21
2024,Armenia,Bulgaria,Import,42886255.47
2024,Armenia,Myanmar,Import,5364213.03
2024,Armenia,Burundi,Import,7572.57
2024,Armenia,Belarus,Import,90556482.94
2024,Armenia,Cambodia,Import,12348928.16
2024,Armenia,Cameroon,Import,350423.11
2024,Armenia,Canada,Import,25541755.32
2024,Armenia,Sri Lanka,Import,4571641
2024,Armenia,Chad,Import,420.48
2024,Armenia,Chile,Import,6706463.24
2024,Armenia,China,Import,1669164680
2024,Armenia,Colombia,Import,1789221.86
2024,Armenia,Congo,Import,100.99
2024,Armenia,Dem. Rep. of the Congo,Import,900
2024,Armenia,Cook Isds,Import,342.45
2024,Armenia,Costa Rica,Import,4878865.59
2024,Armenia,Croatia,Import,5968156.68
2024,Armenia,Cuba,Import,229951.87
2024,Armenia,Cyprus,Import,565222.77
2024,Armenia,Czechia,Import,46833675.59
2024,Armenia,Benin,Import,107973.5
2024,Armenia,Denmark,Import,12392819.2
